Id,SalePrice
1461,209134.29523612253
1462,174745.5145919545
1463,222292.3254349274
1464,152097.7192401522
1465,272586.3531556257
1466,142970.50379802252
1467,298679.0516599217
1468,210041.58773141977
1469,140959.01742638365
1470,118917.72124288676
1471,131526.80158476892
1472,353311.091291838
1473,138965.2707413943
1474,253079.89992359636
1475,155159.22424417644
1476,144397.91694267362
1477,146601.5652346716
1478,98149.11435219605
1479,157245.2391368984
1480,138798.3400035527
1481,317499.2960651071
1482,140997.7747389703
1483,225874.5114650284
1484,133817.37724633818
1485,145026.62288258917
1486,256819.77637113663
1487,133260.70222660236
1488,298799.86775479635
1489,188096.32979796283
1490,69471.01467538922
1491,50082.02293197772
1492,144806.59752347905
1493,189296.21494368016
1494,160801.53851134705
1495,273283.79733217554
1496,305696.1651164596
1497,144745.2834938527
1498,152756.44927863643
1499,120383.22254791069
1500,84834.42224643944
1501,157920.4453562625
1502,163878.89056603328
1503,143082.66905865486
1504,128705.9766317961
1505,138566.8599543948
1506,299999.96120739594
1507,250514.1088539419
1508,246995.5317059168
1509,111120.07867386968
1510,127521.4330322113
1511,176873.49990258674
1512,114316.73283587594
1513,114923.29034053769
1514,374043.08033422305
1515,131482.4383251849
1516,176432.36510683165
1517,180197.9771408857
1518,199259.58722860378
1519,418514.480862998
1520,123258.99779135326
1521,161659.145492165
1522,101357.0507300498
1523,206684.37704455646
1524,148447.19145158218
1525,222631.56842830643
1526,310144.9769965943
1527,206044.66622407973
1528,216300.3574648685
1529,83551.36963856903
1530,229434.35361737615
1531,259288.893028908
1532,127089.811189332
1533,187928.24742895208
1534,143960.75287625138
1535,112120.21669095971
1536,92320.69204761776
1537,126445.06400705678
1538,122098.25672144639
1539,133589.9446693862
1540,109977.54506985267
1541,190079.07004697548
1542,160099.67084108715
1543,247599.64639028342
1544,129024.72421544086
1545,169957.27927908406
1546,263758.8029241056
1547,176324.1419168505
1548,154018.87116111253
1549,91857.26493189986
1550,121130.30083744183
1551,100148.74284374541
1552,104914.66084427027
1553,143672.391410548
1554,145639.25889084148
1555,205161.1607512769
1556,178706.3353677833
1557,220379.7191130618
1558,103727.10568115173
1559,86794.23449594251
1560,124773.68232685882
1561,200450.6987706415
1562,177843.61606670526
1563,120814.77109514974
1564,205498.82805509618
1565,174365.33079671412
1566,249879.06228716022
1567,98461.84993575362
1568,109601.89140530245
1569,121314.16445656076
1570,195032.54548113342
1571,140864.50579857008
1572,176594.13473110393
1573,344585.1833331333
1574,200768.65271518077
1575,222855.58346966153
1576,172367.91432663097
1577,137778.6849770617
1578,150364.08837660652
1579,303385.4698386818
1580,167195.08139726115
1581,163975.2943451551
1582,100294.23449027933
1583,135968.03941696163
1584,157703.94495908517
1585,182638.12216939486
1586,90499.00797623613
1587,128083.44658594608
1588,90371.02831549045
1589,149107.05740121478
1590,147477.50249819603
1591,219692.63429617402
1592,226261.04542679898
1593,147498.88142244276
1594,213060.4122380148
1595,176942.78543002013
1596,171970.89575374464
