Id,SalePrice
1461,338475.0140833698
1462,432580.24501950515
1463,519461.1496241761
1464,526051.634537893
1465,488628.00985378725
1466,473795.6892652935
1467,490454.0588378281
1468,460115.2628860553
1469,475359.33960223047
1470,316847.861159195
1471,570496.9984170616
1472,256851.499715491
1473,287538.744900508
1474,411105.20959034865
1475,306798.2791197421
1476,963130.1325401056
1477,694648.8393232682
1478,780195.717283781
1479,734655.6225719713
1480,1283565.0725334475
1481,859284.9043465176
1482,569973.9016301787
1483,460951.6593833864
1484,431771.10631191864
1485,476895.50559627736
1486,527730.5246087775
1487,911279.5304706682
1488,647996.8963364279
1489,578019.8925060243
1490,579058.2626993051
1491,495388.3971620209
1492,261249.08634897415
1493,587751.9097402254
1494,847040.3886969747
1495,763738.2842165716
1496,632668.6042253275
1497,451122.7383011782
1498,424608.20352988754
1499,426068.2542361115
1500,441262.0957705986
1501,494729.00414693094
1502,406014.9767401729
1503,823873.291194988
1504,620184.2709139507
1505,588415.7333989935
1506,472801.4727068424
1507,686141.4294014069
1508,568149.4604311578
1509,427980.9892727379
1510,399826.0780416458
1511,386487.4610865009
1512,469427.0926254191
1513,353165.95241336897
1514,486981.3994862584
1515,530909.3690406224
1516,445908.78243208333
1517,458138.5200741767
1518,337336.36140946945
1519,608944.1925590045
1520,353549.20757191186
1521,363409.45161322254
1522,476048.26885609847
1523,287523.47281477606
1524,327476.12842945795
1525,351623.5597921865
1526,354703.03945020196
1527,283545.74253660085
1528,372472.1839005207
1529,385455.99105300254
1530,470671.2537022278
1531,297623.83880037477
1532,279215.140041216
1533,410826.2651201801
1534,324224.7958604681
1535,451587.64969114674
1536,323124.94235808536
1537,193799.4004004765
1538,432170.0573482443
1539,467317.2889064613
1540,262159.82161365286
1541,413644.75784773007
1542,366431.50317416433
1543,626626.1327069899
1544,231403.26011109728
1545,295249.7080422433
1546,347144.3656155571
1547,394020.2422999446
1548,384715.50675948366
1549,314288.61229845235
1550,339900.36758553976
1551,312913.8580838351
1552,371625.29085740907
1553,432722.06621248584
1554,287048.83092739014
1555,497268.1169392263
1556,230972.6665206366
1557,270705.08101556404
1558,246501.97265919024
1559,242230.26513945332
1560,343662.50448480516
1561,365577.9979905462
1562,356771.4483793397
1563,325164.4915562244
1564,419813.49384918885
1565,398288.5807961637
1566,656030.4830323104
1567,197118.05381179685
1568,589464.037651341
1569,344828.86195770313
1570,377663.5144815504
1571,330688.100524663
1572,394582.74372652126
1573,634615.6269859342
1574,286707.2177530058
1575,518491.94453721814
1576,670926.3490860289
1577,548515.4929643563
1578,355133.3168405945
1579,425188.7548990175
1580,543530.2853006728
1581,406345.56896542676
1582,343830.89478108456
1583,942861.7096752098
1584,634082.147402205
1585,384792.0320705251
1586,204308.15285164816
1587,274703.26789557986
1588,391653.7056072773
1589,311779.04077209654
1590,379157.2138387806
1591,273649.9967069555
1592,335348.43195477815
1593,349925.6581478639
1594,323838.9426912366
1595,279159.8326743508
1596,650710.9334694578
1597,473150.87890047854
1598,544484.8904191196
1599,456830.3997009634
1600,473043.9993101127
1601,159634.86195416035
1602,301902.7641414383
1603,266920.4388893834
1604,755563.8578704275
1605,700243.8162603353
1606,483438.78841928235
1607,418107.377410075
1608,593438.3984220725
1609,527573.7964870095
1610,442528.2299631976
1611,396620.62691969256
1612,471330.8928220656
1613,473935.0809035455
1614,337791.19047955156
1615,221869.2801350346
1616,180344.2576594524
1617,252908.29593882032
1618,344036.9754420307
1619,390569.41722157004
1620,442955.54445761297
1621,386809.0927053601
1622,363255.90247668175
1623,792755.0448086199
1624,535665.6533881436
1625,333243.784772385
1626,468597.2383748046
1627,513632.114041988
1628,759541.6770381435
1629,480036.8416202841
1630,977269.4502622571
1631,600314.0311107275
1632,615892.3948662876
1633,464533.25424626726
1634,499505.2984760355
1635,475514.55339506076
1636,429191.1832194283
1637,583485.5569696976
1638,556708.3561528779
1639,496900.8121079605
1640,691722.4052887957
1641,474715.1275352359
1642,600726.4327502245
1643,604526.4840482172
1644,606647.2328920725
1645,522767.8057869613
1646,446107.5789660505
1647,425758.52642180794
1648,344912.3942547899
1649,385319.86698300845
1650,329799.90950642625
1651,323596.8409619378
1652,264611.16301045916
1653,267281.4900118431
1654,408624.56818174553
1655,400076.6255250322
1656,400426.30362658505
1657,413188.563456524
1658,387875.72298426845
1659,317105.41176360124
1660,427637.2033463266
1661,1340795.1066220098
1662,1097783.7896165606
1663,1059446.1405913257
1664,1303171.1118556494
1665,871244.8607191422
1666,917721.9758096738
1667,949186.9060974005
1668,910190.7258898041
1669,774579.9052453112
1670,961543.7651349355
1671,738071.8903796258
1672,1342826.303479689
1673,854110.9911120209
1674,685343.8939264565
1675,514689.33769615344
1676,517075.0403253393
1677,606289.2994649359
1678,1231354.4669556883
1679,1052758.4270924004
1680,901283.0928800663
1681,658625.0954976174
1682,758908.5916971116
1683,482068.9078613586
1684,470310.7165952698
1685,454115.4675497458
1686,463462.83413408516
1687,440382.3417577009
1688,502196.18367124343
1689,515250.97656536737
